Movie_ID,Avg_Rating,Watch_Count,Min_Date,Max_Date,Date_Diff,Year,Year_Diff,Quantile_1_Freq,Quantile_2_Freq,Quantile_3_Freq,Quantile_4_Freq,Quantile_5_Freq
6995,2.967032967032967,182,2003-03-04,2005-12-22,1024,2000,3,63.0,47.0,37.0,20.0,15.0
6996,2.964028776978417,417,2003-08-31,2005-12-31,853,1991,12,159.0,102.0,70.0,53.0,33.0
6997,3.008871989860583,789,2000-02-07,2005-12-31,2154,1996,4,233.0,142.0,154.0,120.0,140.0
6998,2.289855072463768,69,2000-06-13,2005-12-15,2011,1997,3,31.0,14.0,8.0,11.0,5.0
6999,2.949526813880126,317,2005-03-15,2005-12-30,290,1997,8,81.0,64.0,54.0,54.0,64.0
7000,3.903333333333333,300,2005-03-25,2005-12-31,281,1975,30,85.0,63.0,55.0,55.0,42.0
7001,3.4285714285714284,224,2004-03-02,2005-12-28,666,1938,66,76.0,53.0,41.0,35.0,19.0
7002,2.717514124293785,177,2000-04-16,2005-12-28,2082,1999,1,82.0,33.0,22.0,19.0,21.0
7003,3.880733944954129,109,2005-05-08,2005-12-23,229,2005,0,43.0,21.0,19.0,12.0,14.0
7004,3.59966846249482,2413,2003-05-23,2005-12-31,953,1997,6,388.0,409.0,411.0,457.0,748.0
7005,2.707692307692308,390,2003-03-05,2005-12-28,1029,1998,5,165.0,79.0,75.0,38.0,33.0
7006,3.314232902033272,541,2001-04-06,2005-12-27,1726,1947,54,237.0,121.0,88.0,50.0,45.0
7007,3.7902250181466246,4133,1999-12-30,2005-12-31,2193,1994,5,1244.0,1020.0,835.0,612.0,422.0
7008,2.983160621761658,772,2002-05-19,2005-12-28,1319,2000,2,330.0,176.0,137.0,85.0,44.0
7009,3.1007238095238097,13125,2002-06-04,2005-12-31,1306,2002,0,3924.0,3323.0,2504.0,1908.0,1466.0
7010,2.9157279933249898,2397,2001-06-16,2005-12-31,1659,1984,17,870.0,647.0,430.0,294.0,156.0
7011,2.9798657718120807,149,2004-05-07,2005-12-22,594,2002,2,53.0,34.0,28.0,21.0,13.0
7012,2.395348837209302,129,2001-05-01,2005-12-20,1694,1976,25,58.0,25.0,18.0,13.0,15.0
7013,1.7777777777777777,99,2000-03-01,2005-10-17,2056,1999,1,41.0,19.0,14.0,10.0,15.0
7014,4.009463722397476,4438,2003-05-25,2005-12-31,951,1994,9,1234.0,1232.0,902.0,665.0,405.0
7015,3.766871165644172,163,2004-08-14,2005-12-10,483,2001,3,50.0,32.0,26.0,26.0,29.0
7016,4.070866141732283,127,2005-01-05,2005-12-20,349,1980,25,19.0,22.0,26.0,28.0,32.0
7017,3.0770877944325483,934,2003-09-06,2005-12-27,843,2003,0,280.0,172.0,163.0,144.0,175.0
7018,3.9024134312696743,953,2001-04-14,2005-12-31,1722,2000,1,213.0,209.0,185.0,170.0,176.0
7019,3.2521700223713648,11175,2000-02-07,2005-12-31,2154,1999,1,2929.0,2726.0,2307.0,1837.0,1376.0
7020,3.3424657534246576,146,2003-05-09,2005-12-22,958,1997,6,53.0,29.0,27.0,22.0,15.0
7021,2.651022864019254,831,2001-03-24,2005-12-29,1741,1995,6,347.0,187.0,124.0,94.0,79.0
7022,2.8029045643153525,482,2000-12-21,2005-12-28,1833,1996,4,190.0,137.0,75.0,52.0,28.0
7023,3.1658291457286434,199,2003-10-06,2005-12-16,802,1957,46,69.0,36.0,38.0,25.0,31.0
7024,2.858700806069227,4218,2003-01-02,2005-12-30,1093,2002,1,1574.0,1113.0,757.0,543.0,231.0
7025,3.057308970099668,1204,2004-09-24,2005-12-27,459,2003,1,350.0,315.0,248.0,194.0,97.0
7026,2.9328859060402683,149,2004-10-01,2005-12-30,455,1987,17,41.0,35.0,32.0,21.0,20.0
7027,3.882857142857143,350,2004-05-10,2005-12-28,597,1999,5,111.0,78.0,70.0,53.0,38.0
7028,3.897935779816514,872,2004-08-06,2005-12-31,512,2004,0,243.0,197.0,181.0,131.0,120.0
7029,2.3157894736842106,304,2002-05-15,2005-12-21,1316,1997,5,115.0,69.0,54.0,41.0,25.0
7030,3.6666666666666665,42,2005-03-31,2005-12-27,271,2003,2,16.0,6.0,5.0,7.0,8.0
7031,3.803578690524604,4918,2001-01-23,2005-12-31,1803,1968,33,1285.0,1178.0,997.0,862.0,596.0
7032,3.3468862665374903,62963,2002-07-09,2005-12-31,1271,2002,0,13002.0,15256.0,14099.0,11814.0,8792.0
7033,2.91812865497076,171,2004-04-16,2005-12-28,621,2004,0,58.0,32.0,31.0,19.0,31.0
7034,3.706433823529412,5440,2003-08-20,2005-12-31,864,2003,0,1287.0,1175.0,1029.0,973.0,976.0
7035,3.2549019607843137,153,2004-07-22,2005-12-31,527,2004,0,47.0,43.0,27.0,19.0,17.0
7036,3.572361262241567,919,2000-08-10,2005-12-31,1969,1955,45,278.0,234.0,163.0,147.0,97.0
7037,3.887382297551789,2655,2002-12-15,2005-12-31,1112,2002,0,382.0,468.0,480.0,543.0,782.0
7038,3.543829296424452,1734,2004-01-21,2005-12-31,710,1970,34,452.0,362.0,346.0,283.0,291.0
7039,3.3507306889352817,479,2003-02-17,2005-12-27,1044,2002,1,184.0,105.0,86.0,55.0,49.0
7040,3.277569939960217,54797,1999-12-31,2005-12-31,2192,1998,1,9646.0,11734.0,11800.0,11321.0,10296.0
7041,4.007407407407407,405,2004-11-18,2005-12-31,408,2003,1,135.0,78.0,78.0,55.0,59.0
7042,4.0218556701030925,2425,2004-09-02,2005-12-29,483,1985,19,642.0,589.0,451.0,420.0,323.0
7043,4.109368551382584,2423,2003-09-15,2005-12-30,837,2002,1,643.0,602.0,501.0,433.0,244.0
7044,3.1666666666666665,240,2001-01-03,2005-12-30,1822,1999,2,77.0,37.0,32.0,50.0,44.0
7045,4.027511196417146,1563,2004-05-11,2005-12-31,599,1995,9,340.0,359.0,316.0,245.0,303.0
7046,3.2845629262244267,1613,2003-10-21,2005-12-12,783,1992,11,438.0,346.0,292.0,278.0,259.0
7047,4.04020402040204,3333,2002-07-03,2005-12-31,1277,1965,37,862.0,779.0,700.0,557.0,435.0
7048,3.2562457117487997,24777,2003-02-18,2005-12-31,1047,2003,0,5810.0,5666.0,5000.0,4390.0,3911.0
7049,3.6089385474860336,179,2005-09-11,2005-12-31,111,1965,40,70.0,28.0,26.0,27.0,28.0
7050,2.537254901960784,510,2002-07-18,2005-12-29,1260,2002,0,240.0,105.0,74.0,52.0,39.0
7051,2.8795180722891565,249,2003-05-29,2005-12-07,923,2003,0,83.0,62.0,42.0,28.0,34.0
7052,2.8495726495726497,585,2004-10-09,2005-12-29,446,2004,0,137.0,134.0,115.0,118.0,81.0
7053,3.3131086142322097,1335,2004-04-16,2005-12-31,624,1988,16,339.0,252.0,283.0,245.0,216.0
7054,2.449664429530201,149,2001-11-08,2005-12-28,1511,2000,1,85.0,25.0,22.0,8.0,9.0
7055,3.483676051882316,31610,1999-12-10,2005-12-31,2213,1995,4,8478.0,8341.0,6709.0,4968.0,3114.0
7056,3.618618618618618,666,2004-10-23,2005-12-30,433,1985,19,152.0,90.0,118.0,131.0,175.0
7057,4.702611063648014,74912,2005-02-09,2005-12-31,325,2002,3,10865.0,15482.0,16951.0,16784.0,14830.0
7058,3.161605764282038,1943,2000-01-13,2005-12-31,2179,1979,21,631.0,432.0,361.0,281.0,238.0
7059,2.2240259740259742,616,2004-01-09,2005-12-29,720,2003,1,256.0,134.0,93.0,78.0,55.0
7060,4.142208774583963,7932,2002-12-06,2005-12-31,1121,1999,3,1970.0,1894.0,1703.0,1390.0,975.0
7061,2.4721189591078065,269,2001-06-28,2005-12-20,1636,1998,3,99.0,64.0,43.0,37.0,26.0
7062,3.1538461538461537,273,2004-01-23,2005-12-29,706,2003,1,78.0,36.0,36.0,55.0,68.0
7063,2.368589743589744,312,2003-09-13,2005-12-29,838,1985,18,99.0,65.0,65.0,44.0,39.0
7064,3.0301261092947223,8564,2003-05-09,2005-12-30,966,1980,23,2366.0,2013.0,1712.0,1367.0,1106.0
7065,2.737451737451737,259,2001-04-22,2005-12-19,1702,1988,13,121.0,50.0,43.0,22.0,23.0
7066,3.014925373134328,134,2003-02-21,2005-12-23,1036,2001,2,58.0,27.0,13.0,18.0,18.0
7067,2.8925972160067834,42457,2003-05-07,2005-12-31,969,2003,0,10938.0,10405.0,8700.0,7134.0,5280.0
7068,2.488888888888889,45,2005-07-19,2005-12-19,153,1969,36,20.0,14.0,4.0,2.0,5.0
7069,3.1514603256655467,3869,2000-01-07,2005-12-31,2185,1998,2,1330.0,915.0,709.0,526.0,389.0
7070,3.9228287841191065,8060,2003-10-19,2005-12-31,804,1968,35,2056.0,1924.0,1705.0,1399.0,976.0
7071,3.3921713441654355,4062,2000-01-07,2005-12-31,2185,1992,8,1170.0,1066.0,814.0,660.0,352.0
7072,3.355159769512834,9545,2000-09-06,2005-12-31,1942,2000,0,2938.0,2659.0,1984.0,1376.0,588.0
7073,3.4308510638297878,376,2003-04-10,2005-12-26,991,2002,1,104.0,77.0,79.0,67.0,49.0
7074,3.943887775551102,2994,2002-02-05,2005-12-31,1425,1993,9,691.0,704.0,677.0,534.0,388.0
7075,2.6391752577319587,97,2000-11-29,2005-11-24,1821,1959,41,40.0,13.0,15.0,13.0,16.0
7076,2.8527004909983638,1222,2002-10-07,2005-12-29,1179,2002,0,417.0,283.0,225.0,146.0,151.0
7077,2.814814814814815,1161,2002-07-23,2005-12-26,1252,1994,8,447.0,246.0,210.0,149.0,109.0
7078,2.917910447761194,134,2001-10-23,2005-12-31,1530,2001,0,41.0,32.0,18.0,24.0,19.0
7079,3.1683168316831685,707,2003-09-20,2005-12-29,831,2003,0,249.0,169.0,115.0,104.0,70.0
7080,2.7304347826086954,115,2000-02-03,2005-12-22,2149,1988,12,55.0,15.0,21.0,13.0,11.0
7081,2.88,275,2001-08-15,2005-12-29,1597,1991,10,92.0,63.0,55.0,39.0,26.0
7082,3.4066767830045523,1318,2001-10-31,2005-12-30,1521,1955,46,494.0,290.0,241.0,170.0,123.0
7083,2.4843947701391818,4742,1999-12-17,2005-12-30,2205,1996,3,1731.0,1153.0,826.0,583.0,449.0
7084,2.4276729559748427,159,2003-06-24,2005-12-28,918,2001,2,69.0,32.0,20.0,21.0,17.0
7085,3.364705882352941,425,2003-03-08,2005-12-23,1021,2002,1,127.0,74.0,59.0,77.0,88.0
7086,3.2548076923076925,208,2004-08-24,2005-12-13,476,1987,17,73.0,47.0,41.0,24.0,23.0
7087,3.421052631578948,76,2005-03-05,2005-12-20,290,2002,3,27.0,8.0,10.0,4.0,27.0
7088,3.4668246445497632,422,2003-12-18,2005-12-29,742,2002,1,105.0,76.0,101.0,73.0,67.0
7089,1.8416666666666663,120,2004-02-09,2005-12-07,667,1997,7,47.0,19.0,22.0,10.0,22.0
7090,2.7916666666666665,216,2002-04-12,2005-12-01,1329,2000,2,117.0,43.0,25.0,19.0,12.0
7091,3.067866323907455,3890,2001-03-24,2005-12-31,1743,2000,1,1408.0,1087.0,697.0,468.0,230.0
7092,2.2535211267605635,142,2002-05-16,2005-12-18,1312,1994,8,59.0,33.0,26.0,16.0,8.0
7093,3.619047619047619,273,2000-12-11,2005-12-29,1844,1995,5,77.0,73.0,46.0,51.0,26.0
7094,3.253012048192771,83,2005-05-22,2005-12-05,197,2005,0,29.0,17.0,17.0,9.0,11.0
7095,2.8153310104529616,287,2004-11-12,2005-12-27,410,1995,9,122.0,74.0,46.0,20.0,25.0
7096,3.083769633507853,191,2002-11-12,2005-12-21,1135,2001,1,61.0,48.0,32.0,27.0,23.0
7097,1.9787234042553192,235,2005-05-30,2005-12-31,215,2005,0,96.0,47.0,39.0,23.0,30.0
7098,2.849624060150376,133,2003-07-30,2005-12-01,855,1984,19,60.0,30.0,20.0,8.0,15.0
7099,3.1065573770491803,122,2003-10-28,2005-12-11,775,2003,0,47.0,18.0,17.0,21.0,19.0
7100,3.956190476190476,525,2005-03-17,2005-12-31,289,2005,0,131.0,114.0,94.0,106.0,80.0
7101,3.0072727272727278,275,2000-03-08,2005-12-28,2121,1985,15,96.0,62.0,37.0,40.0,40.0
7102,3.893211920529801,1208,2004-07-01,2005-12-31,548,2003,1,206.0,218.0,220.0,246.0,318.0
7103,2.4347826086956523,184,2004-12-25,2005-12-17,357,1997,7,66.0,38.0,27.0,23.0,30.0
7104,4.126042632066729,1079,2005-05-20,2005-12-30,224,2002,3,253.0,231.0,204.0,203.0,188.0
7105,3.573170731707317,410,1999-12-24,2005-12-23,2191,1957,42,131.0,102.0,79.0,57.0,41.0
7106,1.957244655581948,421,2004-08-09,2005-12-04,482,2002,2,159.0,96.0,49.0,55.0,62.0
7107,2.865168539325843,89,2000-09-07,2005-12-07,1917,2000,0,34.0,17.0,14.0,11.0,13.0
7108,3.6041666666666665,192,2005-05-03,2005-12-30,241,2005,0,62.0,39.0,30.0,30.0,31.0
7109,2.976470588235294,340,2002-11-08,2005-12-22,1140,1997,5,122.0,78.0,74.0,42.0,24.0
7110,4.396104915972986,6367,2005-01-01,2005-12-31,364,2004,1,1519.0,1483.0,1344.0,1096.0,925.0
7111,3.953020134228188,298,2004-10-01,2005-12-30,455,2002,2,60.0,42.0,48.0,62.0,86.0
7112,3.691882647020129,15202,2003-01-17,2005-12-31,1079,1982,21,3517.0,3664.0,3261.0,2822.0,1938.0
7113,3.7588652482269502,423,2004-01-23,2005-12-28,705,2004,0,86.0,64.0,62.0,91.0,120.0
7114,2.8114856429463173,801,2002-08-19,2005-12-30,1229,2002,0,174.0,185.0,166.0,130.0,146.0
7115,3.4,115,2003-10-10,2005-12-09,791,2003,0,48.0,17.0,12.0,20.0,18.0
7116,3.068062827225131,191,2004-11-26,2005-12-20,389,2004,0,61.0,35.0,41.0,25.0,29.0
7117,3.7900861065859903,4297,2000-01-06,2005-12-31,2186,1938,62,1197.0,1073.0,868.0,706.0,453.0
7118,3.2743988684582743,707,2002-06-08,2005-12-12,1283,1962,40,254.0,123.0,109.0,113.0,108.0
7119,3.8196531791907513,865,2004-07-14,2005-12-30,534,2003,1,193.0,178.0,147.0,156.0,191.0
7120,2.4431818181818183,88,2001-02-07,2005-12-28,1785,1995,6,39.0,13.0,13.0,15.0,8.0
7121,3.0067064083457526,2684,2003-03-20,2005-12-31,1017,1991,12,885.0,636.0,447.0,343.0,373.0
7122,3.141732283464567,127,2005-06-04,2005-12-25,204,2004,1,51.0,22.0,25.0,18.0,11.0
7123,2.4901960784313726,153,2002-07-03,2005-12-31,1277,1976,26,72.0,28.0,25.0,17.0,11.0
7124,3.823423423423424,555,2005-04-28,2005-12-31,247,2003,2,185.0,92.0,86.0,93.0,99.0
7125,3.448730098559514,10552,2002-08-24,2005-12-28,1222,1988,14,2719.0,2497.0,2032.0,1682.0,1622.0
7126,2.937209302325581,1290,2004-10-17,2005-12-28,437,2004,0,348.0,303.0,268.0,204.0,167.0
7127,3.6836796275541,11599,2000-01-06,2005-12-31,2186,1970,30,3133.0,3045.0,2461.0,1851.0,1109.0
7128,3.034482758620689,116,2004-06-22,2005-12-21,547,2003,1,46.0,23.0,20.0,10.0,17.0
7129,3.118279569892473,93,2004-06-09,2005-12-27,566,2004,0,22.0,17.0,11.0,16.0,27.0
7130,3.078080229226361,6980,2002-12-07,2005-12-30,1119,2002,0,2376.0,1706.0,1218.0,961.0,719.0
7131,3.520357267138383,8621,2000-01-06,2005-12-31,2186,1982,18,2153.0,2182.0,1859.0,1479.0,948.0
7132,2.4637223974763405,317,2004-12-31,2005-12-27,361,2003,1,112.0,81.0,60.0,40.0,24.0
7133,4.020895522388059,670,2003-06-21,2005-12-31,924,2002,1,132.0,126.0,121.0,146.0,145.0
7134,3.514644351464435,1195,2003-03-04,2005-12-31,1033,1995,8,350.0,247.0,203.0,209.0,186.0
7135,3.3646288209606987,458,1999-12-31,2005-12-30,2191,1998,1,195.0,82.0,60.0,60.0,61.0
7136,2.3852459016393444,244,2005-06-09,2005-12-29,203,2005,0,125.0,36.0,31.0,27.0,25.0
7137,3.731800766283525,261,2004-04-14,2005-12-30,625,2000,4,58.0,30.0,37.0,59.0,77.0
7138,3.144230769230769,416,2002-05-31,2005-12-29,1308,1985,17,130.0,84.0,56.0,61.0,85.0
7139,3.661127895266868,1986,2003-03-05,2005-12-31,1032,1982,21,539.0,466.0,382.0,345.0,254.0
7140,3.5641025641025643,429,2004-11-11,2005-12-30,414,2003,1,119.0,91.0,77.0,67.0,75.0
7141,3.352799033427306,2483,2000-01-07,2005-12-31,2185,1959,41,871.0,587.0,470.0,323.0,232.0
7142,2.351558507920286,1957,2000-01-05,2005-12-31,2187,1996,4,840.0,399.0,273.0,227.0,218.0
7143,2.844155844155844,154,2003-03-17,2005-12-20,1009,2002,1,61.0,30.0,28.0,22.0,13.0
7144,2.8082901554404147,386,2003-05-21,2005-12-29,953,1986,17,178.0,92.0,52.0,38.0,26.0
7145,3.603307523985861,23764,2000-03-16,2005-12-31,2116,1984,16,5017.0,5433.0,5178.0,4636.0,3500.0
7146,2.788197251414713,1237,2002-03-15,2005-12-29,1385,1991,11,544.0,302.0,189.0,131.0,71.0
7147,4.01953601953602,819,2005-07-31,2005-12-31,153,1987,18,184.0,174.0,151.0,149.0,161.0
7148,3.8,1265,2002-09-01,2005-12-29,1215,1978,24,337.0,252.0,238.0,229.0,209.0
7149,3.013350974260284,8314,2002-11-27,2005-12-30,1129,2002,0,2648.0,2294.0,1701.0,1136.0,535.0
7150,3.109579831932773,5950,2000-08-08,2005-12-31,1971,1995,5,1649.0,1326.0,1123.0,928.0,924.0
7151,2.8767123287671232,146,2000-12-06,2005-12-20,1840,1975,25,38.0,29.0,30.0,26.0,23.0
7152,2.588235294117647,476,2002-04-04,2005-12-27,1363,1989,13,237.0,108.0,60.0,42.0,29.0
7153,3.0702702702702704,185,2005-04-20,2005-12-29,253,1972,33,59.0,41.0,37.0,24.0,24.0
7154,2.438202247191011,89,2005-06-05,2005-12-27,205,1995,10,41.0,19.0,8.0,11.0,10.0
7155,3.7159834036232007,58567,1999-12-09,2005-12-31,2214,1993,6,10305.0,12634.0,13041.0,12227.0,10360.0
7156,2.707182320441989,181,2005-08-30,2005-12-29,121,2003,2,60.0,41.0,27.0,30.0,23.0
7157,3.271794871794872,195,2003-06-23,2005-12-31,922,2001,2,45.0,45.0,36.0,40.0,29.0
7158,4.2625573269272765,18316,2003-09-29,2005-12-31,824,1997,6,3063.0,3565.0,3708.0,3907.0,4073.0
7159,3.704285714285714,700,2003-10-27,2005-12-31,796,1942,61,203.0,151.0,137.0,93.0,116.0
7160,3.785139659221506,20013,2000-01-06,2005-12-31,2186,1995,5,4319.0,4722.0,4438.0,3907.0,2627.0
7161,3.8668683812405447,661,2004-10-19,2005-12-30,437,2001,3,191.0,155.0,142.0,105.0,68.0
7162,3.462921348314606,445,2005-04-23,2005-12-19,240,2004,1,89.0,109.0,100.0,74.0,73.0
7163,3.459123312604277,19779,1999-12-09,2005-12-31,2214,1998,1,6326.0,5567.0,4025.0,2582.0,1279.0
7164,3.3152639087018545,701,2001-05-25,2005-12-30,1680,1999,2,186.0,122.0,121.0,130.0,142.0
7165,2.763863577193439,3841,1999-12-30,2005-12-31,2193,1998,1,1280.0,916.0,624.0,554.0,467.0
7166,4.078254574174016,15194,2003-06-10,2005-12-31,935,2000,3,3008.0,3234.0,3139.0,3081.0,2732.0
7167,2.3421052631578947,114,2000-03-03,2005-12-20,2118,1998,2,42.0,24.0,18.0,16.0,14.0
7168,3.885803851321093,2233,2000-01-06,2005-12-31,2186,1929,71,677.0,540.0,406.0,362.0,248.0
7169,2.9218665219750406,1843,2000-01-06,2005-12-31,2186,1998,2,791.0,465.0,288.0,181.0,118.0
7170,3.901528013582343,589,2004-03-26,2005-12-29,643,1970,34,143.0,140.0,123.0,84.0,99.0
7171,2.3689320388349517,103,2001-04-10,2005-12-29,1724,1998,3,50.0,20.0,9.0,12.0,12.0
7172,3.2343096234309625,2629,2000-01-14,2005-12-31,2178,1987,13,873.0,615.0,508.0,349.0,284.0
7173,3.641357625080921,21626,1999-12-10,2005-12-31,2213,1989,10,5585.0,5682.0,4664.0,3627.0,2068.0
7174,2.467948717948718,156,2005-03-14,2005-12-20,281,2004,1,40.0,40.0,27.0,27.0,22.0
7175,3.049382716049383,81,2000-03-04,2005-12-04,2101,1998,2,24.0,15.0,17.0,9.0,16.0
7176,2.7349953831948293,1083,2005-02-16,2005-12-31,318,2003,2,373.0,250.0,189.0,149.0,122.0
7177,2.9556541019955653,451,2003-03-31,2005-12-31,1006,1996,7,178.0,107.0,82.0,54.0,30.0
7178,2.3076923076923075,117,2001-11-08,2005-12-18,1501,2001,0,62.0,20.0,14.0,7.0,14.0
7179,3.9889586902722254,26265,2000-06-29,2005-12-31,2011,1973,27,4789.0,5627.0,5564.0,5353.0,4932.0
7180,3.254998876656931,8902,2000-01-05,2005-12-31,2187,1995,5,2663.0,2412.0,1839.0,1277.0,711.0
7181,2.373571783407849,2013,2002-08-17,2005-12-31,1232,1999,3,582.0,442.0,394.0,308.0,287.0
7182,2.74573055028463,527,2000-01-05,2005-12-29,2185,1989,11,259.0,104.0,75.0,45.0,44.0
7183,3.1809523809523808,210,2003-10-14,2005-12-30,808,1957,46,76.0,41.0,34.0,30.0,29.0
7184,3.676536502546689,29450,2004-12-18,2005-12-31,378,2005,-1,5834.0,6249.0,6046.0,5694.0,5627.0
7185,3.341288782816229,419,2002-08-30,2005-12-28,1216,1994,8,109.0,76.0,59.0,76.0,99.0
7186,3.5352941176470587,4760,2003-05-21,2005-12-31,955,1995,8,1242.0,1132.0,990.0,817.0,579.0
7187,1.6024096385542168,83,2002-03-30,2005-11-16,1327,2000,2,44.0,11.0,6.0,10.0,12.0
7188,3.5521739130434784,230,2004-10-14,2005-12-20,432,2001,3,60.0,32.0,36.0,46.0,56.0
7189,3.3907563025210083,476,2003-09-13,2005-12-30,839,1968,35,175.0,97.0,80.0,71.0,53.0
7190,3.5021459227467813,233,2005-02-23,2005-12-30,310,1963,42,86.0,52.0,50.0,24.0,21.0
7191,2.2849162011173183,179,2000-01-13,2005-12-22,2170,1971,29,77.0,28.0,32.0,22.0,20.0
7192,2.5993690851735014,317,2004-09-20,2005-12-29,465,1974,30,135.0,71.0,40.0,41.0,30.0
7193,4.299457643172055,88687,2000-04-22,2005-12-31,2079,1987,13,16099.0,20509.0,20336.0,18446.0,13297.0
7194,3.188679245283019,371,2001-07-20,2005-12-22,1616,1973,28,122.0,81.0,56.0,47.0,65.0
7195,2.550387596899225,129,2004-06-25,2005-12-22,545,2004,0,32.0,30.0,19.0,21.0,27.0
7196,3.250965250965251,259,2002-06-20,2005-09-27,1195,1979,23,93.0,72.0,40.0,23.0,31.0
7197,3.657881893606637,2049,2004-08-02,2005-12-31,516,1996,8,425.0,354.0,355.0,388.0,527.0
7198,3.3484162895927603,221,2003-11-01,2005-12-20,780,2002,1,50.0,30.0,47.0,40.0,54.0
7199,3.765486725663717,226,2003-11-11,2005-12-27,777,2003,0,71.0,39.0,37.0,31.0,48.0
7200,2.933774834437086,151,2005-04-22,2005-12-29,251,2005,0,37.0,31.0,21.0,26.0,36.0
7201,2.2246376811594204,138,2004-12-03,2005-12-18,380,2004,0,54.0,33.0,21.0,14.0,16.0
7202,3.955112219451372,1203,2005-06-09,2005-12-31,205,1964,41,314.0,222.0,215.0,208.0,244.0
7203,3.208955223880597,201,2000-10-12,2005-12-28,1903,1991,9,65.0,67.0,41.0,15.0,13.0
7204,3.0762711864406778,118,2001-10-06,2005-12-14,1530,2001,0,34.0,24.0,21.0,24.0,15.0
7205,3.5080645161290325,496,2000-01-10,2005-11-02,2123,1995,5,153.0,127.0,94.0,66.0,56.0
7206,4.0978021978021975,910,2004-03-09,2005-12-31,662,1973,31,206.0,221.0,181.0,181.0,121.0
7207,2.3783783783783785,185,2003-09-12,2005-12-12,822,1997,6,60.0,51.0,34.0,27.0,13.0
7208,3.520824238190867,22906,1999-12-30,2005-12-31,2193,1991,8,5618.0,5929.0,5111.0,3767.0,2481.0
7209,3.2809187279151946,4528,2002-05-31,2005-12-31,1310,1995,7,1088.0,908.0,788.0,778.0,966.0
7210,3.633403361344538,952,2000-01-18,2005-12-30,2173,1987,13,273.0,197.0,165.0,156.0,161.0
7211,2.6991869918699187,123,2000-01-20,2005-12-22,2163,1985,15,48.0,21.0,20.0,23.0,11.0
7212,3.4557595993322203,1198,2000-06-14,2005-12-31,2026,1995,5,291.0,245.0,184.0,222.0,256.0
7213,2.08125,160,2000-06-02,2005-12-24,2031,1999,1,70.0,31.0,19.0,22.0,18.0
7214,3.0584795321637426,171,2000-02-10,2005-12-27,2147,1978,22,44.0,37.0,31.0,27.0,32.0
7215,2.903752039151713,613,2000-01-08,2005-12-26,2179,1976,24,251.0,146.0,90.0,76.0,50.0
7216,3.0522388059701493,134,2005-01-21,2005-12-28,341,1988,17,56.0,15.0,16.0,12.0,35.0
7217,2.998981324278438,2945,2002-08-01,2005-12-30,1247,1994,8,1013.0,727.0,476.0,368.0,361.0
7218,2.3704006541291904,1223,2004-12-22,2005-12-31,374,2004,0,498.0,281.0,210.0,137.0,97.0
7219,4.034956881379796,45456,2000-12-20,2005-12-31,1837,1987,13,9246.0,11015.0,10201.0,8756.0,6238.0
7220,3.5859030837004404,227,2001-03-06,2005-12-29,1759,1946,55,74.0,49.0,51.0,27.0,26.0
7221,3.229335976214073,10090,2000-01-05,2005-12-31,2187,1999,1,3018.0,2650.0,2023.0,1512.0,887.0
7222,3.335329341317365,167,2004-08-20,2005-12-24,491,2001,3,49.0,24.0,33.0,25.0,36.0
7223,2.322706065318818,1286,2002-02-15,2005-12-29,1413,2001,1,511.0,285.0,222.0,156.0,112.0
7224,2.862602365787079,2198,2001-03-22,2005-12-30,1744,2000,1,923.0,572.0,381.0,235.0,87.0
7225,2.8799313893653515,583,2004-08-27,2005-12-30,490,1993,11,232.0,130.0,110.0,58.0,53.0
7226,2.654135338345865,133,2001-04-12,2005-12-18,1711,2000,1,67.0,31.0,20.0,8.0,7.0
7227,3.105421686746988,332,2004-07-11,2005-12-26,533,2004,0,85.0,70.0,71.0,55.0,51.0
7228,3.608187134502924,342,2004-02-23,2005-12-29,675,1996,8,102.0,77.0,51.0,42.0,70.0
7229,3.3099730458221024,371,2004-01-15,2005-12-30,715,1968,36,103.0,76.0,61.0,71.0,60.0
7230,4.716610825093296,73422,2005-02-09,2005-12-31,325,2001,4,10665.0,15237.0,16542.0,16475.0,14503.0
7231,3.869565217391304,69,2005-09-30,2005-12-30,91,2005,0,16.0,17.0,18.0,11.0,7.0
7232,2.0753424657534247,146,2002-10-04,2005-12-18,1171,1999,3,67.0,36.0,15.0,19.0,9.0
7233,4.173013703690024,81219,1999-12-17,2005-12-31,2206,1986,13,14114.0,18973.0,18889.0,16816.0,12427.0
7234,3.808535995921367,151031,2001-06-23,2005-12-31,1652,2000,1,28917.0,31494.0,31112.0,30489.0,29019.0
7235,4.170944741532977,5610,2004-10-30,2005-12-31,427,2003,1,1338.0,1350.0,1219.0,1002.0,701.0
7236,2.613861386138614,101,2004-10-19,2005-11-21,398,2002,2,38.0,25.0,15.0,11.0,12.0
7237,3.896110516388847,19617,2002-01-10,2005-12-31,1451,1969,33,4906.0,4899.0,4337.0,3391.0,2084.0
7238,2.950678175092478,7299,2003-03-07,2005-12-31,1030,2003,0,2310.0,1818.0,1340.0,1046.0,785.0
7239,3.992953887105613,12773,2001-01-08,2005-12-31,1818,1968,33,3130.0,3266.0,2779.0,2249.0,1349.0
7240,3.338817547747865,76705,2001-03-12,2005-12-31,1755,1987,14,15364.0,16839.0,16490.0,15326.0,12686.0
7241,2.948717948717949,195,2001-12-06,2005-12-02,1457,0,2001,54.0,51.0,45.0,23.0,22.0
